,zipcode,cost
6317,24588,123300
6318,48065,164000
6319,33042,519800
6320,45050,108800
6321,32456,228100
6322,23510,271700
6323,12571,227900
6324,32038,118400
6325,28168,93900
6326,28166,110400
6327,68147,110500
6328,80018,342800
6329,27239,106300
6330,19611,111600
6331,6786,141900
6332,18229,121400
6333,47012,92500
6334,2743,240500
6335,55425,212600
6336,33785,384200
6337,2896,253100
6338,47122,119200
6339,22664,162400
6340,49457,122700
6341,12828,119300
6342,45216,65400
6343,95388,144800
6344,31408,81300
6345,97411,214800
6346,35476,75600
6347,38965,76100
6348,93640,108900
6349,28610,87900
6350,27045,82700
6351,46341,118600
6352,81122,247100
6353,2375,215200
6354,98328,283100
6355,7419,172900
6356,92408,204500
6357,15104,42000
6358,43203,58300
6359,10522,538600
6360,15074,78100
6361,1077,185000
6362,48015,65500
6363,39530,79800
6364,1588,207200
6365,18031,148000
6366,92210,493700
6367,97383,180500
6368,35222,160400
6369,16507,57700
6370,81632,418000
6371,2493,735800
6372,10514,532600
6373,2494,558700
6374,93428,564800
6375,1863,255700
6376,32132,119800
6377,34987,204900
6378,66012,110900
6379,48529,40700
6380,44632,113700
6381,47424,69300
6382,49408,144000
6383,96708,755900
6384,83316,92000
6385,32204,198000
6386,1966,422600
6387,98446,242800
6388,1220,125100
6389,28207,224700
6390,10970,329300
6391,27377,103300
6392,44710,57400
6393,33182,199100
6394,32736,204100
6395,6480,181200
6396,14905,88900
6397,99204,152300
6398,6479,169400
6399,10589,406300
6400,19350,299300
6401,45409,92300
6402,29670,97200
6403,90211,1086100
6404,98252,247700
6405,78264,102700
6406,53205,58100
6407,98418,191500
6408,28690,76400
6409,34211,327700
6410,16441,132000
6411,1450,288800
6412,28103,112100
6413,81435,565300
6414,97351,165800
6415,55445,203900
6416,98841,122500
6417,98327,233900
6418,15131,84700
6419,60514,185000
6420,80433,381400
6421,92315,253900
6422,6482,256900
6423,49461,137800
6424,1475,168600
6425,19021,162600
6426,65559,76300
6427,18032,117700
6428,15690,80600
6429,80549,235900
6430,67230,251500
6431,86429,171400
6432,19060,315700
6433,3249,189000
6434,6379,215100
6435,18848,122400
6436,44703,52200
6437,33973,201300
6438,67147,119400
6439,29006,75200
6440,45225,54000
6441,6710,83700
6442,1230,250000
6443,2657,518600
6444,3235,134300
6445,61525,154100
6446,45214,57700
6447,2061,485300
6448,6907,329100
6449,83669,174400
6450,84060,521000
6451,46072,75000
6452,44662,87700
6453,8823,197900
6454,47542,86700
6455,12549,167200
6456,1952,309400
6457,2916,190600
6458,64129,62100
6459,80007,497000
6460,39202,120500
6461,47448,143000
6462,78202,61900
6463,27301,99300
6464,45154,82000
6465,63088,125700
6466,90077,1381500
6467,95018,564200
6468,96790,777700
6469,75076,115800
6470,46819,85200
6471,47885,57700
6472,1460,354400
6473,8758,195800
6474,13224,92400
6475,29541,81500
6476,97537,144900
6477,60012,149700
6478,30536,160900
6479,2460,599700
6480,43076,118400
6481,63703,60600
6482,27542,110300
6483,34431,82200
6484,24531,77600
6485,32046,114700
6486,97487,203700
6487,42262,69200
6488,44502,33500
6489,16866,89300
6490,80640,254100
6491,22172,204400
6492,45121,74700
6493,46506,111500
6494,48915,47100
6495,2762,277800
6496,43449,102000
6497,59725,124000
6498,61065,119100
6499,33850,85000
6500,99021,203500
6501,94925,942100
6502,55439,328800
6503,8022,191200
6504,45327,110000
6505,13078,164300
6506,35127,79600
6507,45157,98900
6508,3824,273800
6509,23024,172800
6510,95642,245200
6511,17551,155600
6512,90716,341100
6513,2675,310300
6514,44307,46500
6515,74857,93400
6516,13036,100400
6517,49078,98200
6518,13904,64700
6519,33070,478800
6520,95640,272500
6521,44303,95400
6522,1069,157500
6523,78643,184700
6524,95386,200900
6525,17363,164500
6526,2341,297000
6527,80125,543900
6528,86351,356200
6529,55011,255600
6530,98826,330500
6531,90248,442800
6532,16226,76100
6533,97370,215100
6534,19081,134100
6535,83805,192700
6536,12803,144100
6537,45176,87800
6538,15024,109900
6539,44216,121400
6540,37701,88200
6541,1432,213600
6542,6906,323400
6543,12159,181800
6544,17540,170900
6545,37738,179200
6546,29160,73400
6547,30566,126300
6548,1151,115600
6549,94930,802400
6550,29330,66700
6551,99026,228300
6552,55810,136300
6553,47882,57600
6554,49240,157200
6555,46406,38000
6556,34434,89200
6557,3825,245100
6558,2191,312500
6559,2660,271800
6560,80421,259400
6561,28785,173400
6562,15683,80800
6563,46327,60600
6564,1862,345200
6565,16415,149700
6566,48359,142100
6567,55424,523000
6568,98569,152300
6569,98580,284400
6570,15042,143200
6571,46507,124000
6572,98606,389500
6573,23230,166600
6574,48657,111800
6575,18088,159500
6576,73134,80500
6577,7849,205100
6578,81211,290500
6579,31052,88400
6580,22932,200000
6581,74851,88500
6582,1607,152900
6583,15332,127100
6584,66111,92800
6585,38851,54300
6586,94515,600700
6587,81657,643200
6588,3276,155800
6589,28204,238100
6590,73078,131100
6591,93250,109200
6592,98922,266300
6593,98239,336500
6594,95713,302100
6595,97009,378200
6596,10989,241500
6597,47394,48600
6598,15204,64200
6599,15145,51100
6600,98816,291300
6601,6883,466300
6602,18210,87400
6603,14482,89300
6604,6071,213200
6605,30662,73300
6606,93924,815900
6607,6712,236600
6608,33473,526500
6609,53168,128400
6610,6498,284500
6611,77331,107300
6612,90094,945100
6613,1504,217900
6614,19560,123300
6615,46231,119500
6616,66610,146300
6617,12204,133900
6618,38105,54900
6619,89447,97900
6620,60425,55300
6621,27822,91100
6622,97759,359300
6623,18058,99000
6624,29322,108900
6625,10927,299800
6626,91708,351800
6627,2539,601700
6628,62062,129400
6629,50220,86700
6630,19565,137200
6631,22942,144700
6632,93701,111300
6633,94939,981800
6634,55812,152600
6635,33567,137900
6636,15223,103800
6637,98329,288700
6638,6896,388500
6639,22712,164000
6640,1772,435100
6641,6525,279300
6642,99567,265900
6643,3253,228500
6644,14445,88400
6645,30666,107100
6646,68118,229700
6647,55041,154800
6648,95033,816400
6649,6855,324500
6650,65781,102700
6651,96738,384000
6652,53181,144700
6653,27051,80400
6654,14428,105200
6655,64078,159100
6656,92624,784700
6657,46962,77500
6658,10992,185100
6659,33953,205300
6660,3865,182400
6661,2056,415500
6662,31901,67900
6663,66618,117100
6664,30187,121500
6665,16417,109800
6666,55731,185300
6667,92371,202200
6668,18073,248900
6669,14892,84900
6670,6013,208600
6671,3773,110200
6672,2857,237800
6673,27605,221300
6674,98260,421500
6675,66617,108800
6676,30814,82700
6677,14454,149700
6678,24557,74700
6679,14472,144400
6680,36530,134700
6681,98337,181200
6682,33841,74000
6683,56011,180400
6684,20036,593400
6685,19137,109800
6686,10579,261200
6687,27569,106700
6688,50321,148000
6689,99005,265600
6690,3244,159500
6691,55352,223100
6692,91935,516900
6693,13214,116200
6694,46280,157800
6695,67210,90600
6696,44405,36600
6697,28468,138500
6698,35218,48600
6699,44028,141100
6700,48357,172100
6701,53182,141300
6702,3281,202900
6703,1364,143500
6704,99022,179400
6705,19938,165000
6706,28422,138200
6707,37407,66200
6708,24175,132700
6709,1057,192800
6710,6339,124200
6711,49323,176800
6712,98465,213500
6713,30108,65200
6714,6779,149800
6715,28305,114000
6716,60042,121500
6717,18954,335200
6718,97496,125500
6719,27882,91500
6720,55115,233700
6721,81621,440900
6722,14903,70300
6723,98589,187100
6724,8065,118300
6725,17316,162700
6726,1590,271300
6727,2653,388900
6728,18330,103500
6729,32266,249500
6730,43146,131400
6731,98629,365200
6732,28429,145000
6733,46278,144000
6734,32435,81800
6735,23219,292100
6736,6787,116200
6737,19127,196800
6738,78538,59200
6739,2648,293500
6740,23507,181400
6741,24590,161200
6742,35005,48700
6743,15139,135400
6744,46923,70500
6745,55042,361500
6746,33597,101100
6747,55454,174600
6748,44231,123800
6749,46737,151500
6750,11792,306400
6751,29655,69200
6752,90040,391800
6753,59635,147500
6754,93620,145900
6755,2025,598200
6756,6471,166200
6757,2739,368000
6758,16438,79500
6759,91020,623400
6760,48356,147100
6761,2633,449200
6762,17584,172500
6763,2054,256400
6764,55308,206600
6765,76571,167000
6766,84101,318600
6767,3755,301300
6768,97423,134100
6769,31302,90200
6770,95436,440000
6771,41014,78400
6772,43105,125100
6773,17554,158000
6774,77371,73000
6775,6374,137600
6776,38651,140700
6777,3894,257000
6778,1516,234800
6779,6052,142800
6780,33956,321800
6781,49083,162200
6782,19333,190800
6783,97146,225000
6784,30535,90500
6785,44255,131500
6786,17032,142200
6787,78722,358800
6788,33128,163300
6789,32112,57300
6790,92359,239600
6791,33043,394000
6792,93463,510300
6793,42717,72900
6794,43515,112800
6795,43713,67600
6796,6234,171100
6797,15367,142100
6798,30554,102600
6799,30002,144500
6800,55976,175400
6801,63040,105800
6802,17320,178000
6803,47872,81000
6804,95971,166500
6805,27557,107200
6806,29385,62000
6807,48165,211400
6808,93240,119000
6809,37080,158700
6810,93921,1316000
6811,7421,172200
6812,2828,197900
6813,66085,221000
6814,11978,659600
6815,42129,79300
6816,80615,237100
6817,59804,247500
6818,78839,64700
6819,24013,70600
6820,93286,125700
6821,36607,46900
6822,11933,358100
6823,84738,293900
6824,10923,230000
6825,47429,119600
6826,2338,226400
6827,15126,116900
6828,1543,166100
6829,17345,123500
6830,1240,215300
6831,1833,360700
6832,65240,74200
6833,17349,155700
6834,1949,420900
6835,97707,271000
6836,3220,152700
6837,10930,182100
6838,31308,127100
6839,98236,434900
6840,3049,288700
6841,68110,68500
6842,14470,83200
6843,39556,101800
6844,34433,123800
6845,44813,105900
6846,46124,76000
6847,33762,136100
6848,28128,87100
6849,17327,154100
6850,19311,251700
6851,93510,442000
6852,3561,126800
6853,29376,86300
6854,17368,121900
6855,19033,164700
6856,17547,136900
6857,53018,257600
6858,68117,99200
6859,95065,688000
6860,2466,619800
6861,43968,51000
6862,15222,433900
6863,49437,107200
6864,92567,297300
6865,45430,129500
6866,94710,836900
6867,28107,141500
6868,81303,320200
6869,6762,222500
6870,49046,120700
6871,2814,229300
6872,73084,68500
6873,95119,625200
6874,13732,87000
6875,24558,87000
6876,64730,73700
6877,96712,1022300
6878,6035,186200
6879,98249,406700
6880,74044,100200
6881,17043,127300
6882,45226,217900
6883,1564,234400
6884,98247,274600
6885,14779,51800
6886,48848,130400
6887,44311,42500
6888,46738,71700
6889,88008,119800
6890,24550,126900
6891,66609,67300
6892,28127,88300
6893,2835,437900
6894,1473,190400
6895,43566,145100
6896,61616,63000
6897,1267,191000
6898,12009,191300
6899,36522,73100
6900,28759,200200
6901,33548,218900
6902,44233,164500
6903,6085,151500
6904,18929,271100
6905,36603,43000
6906,12498,301400
6907,23168,166600
6908,3458,166300
6909,46701,84500
6910,97048,173200
6911,98388,276500
6912,7462,115400
6913,18069,169200
6914,28080,94700
6915,50003,144800
6916,13029,108700
6917,45217,66600
6918,63348,237500
6919,3052,289300
6920,46034,137800
6921,80924,235300
6922,1129,136300
6923,67052,150900
6924,47396,68300
6925,53128,146900
6926,23517,165300
6927,66053,130200
6928,15021,108500
6929,18037,147900
6930,95019,422700
6931,11789,222400
6932,45383,92500
6933,3042,206900
6934,46996,74700
6935,45304,85100
6936,27313,111000
6937,3222,176200
6938,28174,129300
6939,62088,66300
6940,34602,92700
6941,18106,140900
6942,10920,318900
6943,46392,111300
6944,14886,165500
6945,19301,203300
6946,1238,203100
6947,64034,137500
6948,18034,211400
6949,66025,109600
6950,93223,124200
6951,55920,180900
6952,32618,96600
6953,28339,72900
6954,80829,245400
6955,45204,55900
6956,1536,251400
6957,23523,99400
6958,46933,54600
6959,46723,95200
6960,73103,112600
6961,43617,132700
6962,53146,190900
6963,6878,692200
6964,1566,220700
6965,27316,121700
6966,12428,95100
6967,14414,120200
6968,3811,281700
6969,19365,177300
6970,17061,108600
6971,6807,628200
6972,19070,160100
6973,65757,105400
6974,38666,66500
6975,3835,166300
6976,15133,58300
6977,98625,185700
6978,33036,665000
6979,61241,84500
6980,13142,89600
6981,19343,263700
6982,23141,166900
6983,32234,90100
6984,39576,86800
6985,20181,328600
6986,43240,118700
6987,36549,132000
6988,45232,65300
6989,32113,82900
6990,1583,243000
6991,43502,109700
6992,80816,214500
6993,1982,385500
6994,12564,205300
6995,32465,103600
6996,27310,137100
6997,85363,117300
6998,95658,486300
6999,78373,233600
7000,6249,180900
7001,6870,676400
7002,2379,282100
7003,2461,693300
7004,81631,362200
7005,90290,1023000
7006,98815,225900
7007,12540,199600
7008,77360,122300
7009,6333,223200
7010,37863,167000
7011,95683,414200
7012,98014,448400
7013,12845,226900
7014,55070,189000
7015,95666,207800
7016,1568,304600
7017,43571,173800
7018,41073,103600
7019,1469,206900
7020,19510,161400
7021,3304,236500
7022,46225,52200
7023,6370,166000
7024,43162,117300
7025,42171,99500
7026,13211,77800
7027,6281,176400
7028,32666,110900
7029,79121,150500
7030,10547,289300
7031,17339,146200
7032,97467,118100
7033,85194,184300
7034,27258,90300
7035,34614,133400
7036,2655,348900
7037,14464,121800
7038,1921,422900
7039,13077,103100
7040,92655,501100
7041,95631,311100
7042,21017,148000
7043,54025,151400
7044,6016,153800
7045,19506,162000
7046,20180,378400
7047,24101,196600
7048,98855,138600
7049,98365,386900
7050,98294,244700
7051,6422,223700
7052,23009,184900
7053,95693,500100
7054,18072,138100
7055,66006,150500
7056,43460,90500
7057,1226,136100
7058,48350,198100
7059,99027,219000
7060,24065,113600
7061,19041,273300
7062,95005,593800
7063,6241,151600
7064,33576,158400
7065,6378,346200
7066,33876,99700
7067,52172,94200
7068,84042,293300
7069,45335,99100
7070,81226,122400
7071,12832,92400
7072,7732,229700
7073,92342,165600
7074,97378,153300
7075,34291,165200
7076,93625,151100
7077,46017,64700
7078,1775,376600
7079,13624,135600
7080,97016,178200
7081,28512,216200
7082,83341,114500
7083,11942,442200
7084,27350,117900
7085,39038,59900
7086,27807,80700
7087,1860,291400
7088,6057,165200
7089,12834,137800
7090,93022,468300
7091,97325,171100
7092,19076,143500
7093,30184,101000
7094,44273,105400
7095,95619,249000
7096,37220,360100
7097,44889,121000
7098,46106,117200
7099,48380,228900
7100,55386,275600
7101,46767,83300
7102,12186,200300
7103,7422,144800
7104,49098,104100
7105,96756,752300
7106,46783,110800
7107,78226,71100
7108,31321,112400
7109,47060,130700
7110,13073,130000
7111,6612,443800
7112,41016,113100
7113,28124,119700
7114,2537,340100
7115,12822,130600
7116,16870,178400
7117,68528,126500
7118,22824,147300
7119,18078,193800
7120,96145,447800
7121,3841,252000
7122,44081,134300
7123,23192,167600
7124,6759,230000
7125,32466,96600
7126,12158,164600
7127,49415,124700
7128,6335,144100
7129,36611,49400
7130,14514,147200
7131,84315,228200
7132,6279,171800
7133,13114,90400
7134,53122,308500
7135,1519,249500
7136,12077,197100
7137,13135,81700
7138,24517,89500
7139,55340,335000
7140,30175,130400
7141,27043,134200
7142,14303,53300
7143,81413,175800
7144,45345,77300
7145,14487,125900
7146,14706,82200
7147,73049,88700
7148,32531,91700
7149,55808,99200
7150,7465,297900
7151,46711,80500
7152,61606,53300
7153,18810,113100
7154,95316,201600
7155,3446,138300
7156,46635,91800
7157,94028,2358300
7158,2830,215000
7159,45387,145600
7160,1376,153000
7161,1073,222800
7162,3848,225300
7163,66616,48400
7164,30313,270000
7165,1033,195900
7166,74047,95100
7167,45171,95900
7168,15110,41100
7169,63362,142700
7170,12518,208100
7171,46120,80900
7172,1524,203900
7173,2718,215200
7174,27521,69800
7175,30510,76300
7176,93445,348800
7177,97535,176500
7178,48353,176800
7179,19032,71000
7180,30113,72300
7181,12570,243200
7182,46777,97900
7183,43465,93400
7184,73165,119400
7185,97002,265300
7186,18091,158200
7187,6419,277700
7188,59847,222600
7189,28594,279600
7190,68152,160300
7191,13865,75600
7192,44201,110500
7193,46565,131300
7194,29661,81600
7195,3868,97400
7196,1464,210800
7197,13108,119800
7198,30183,134900
7199,98953,147800
7200,29555,75700
7201,28097,96500
7202,12972,113300
7203,46795,146200
7204,33834,48600
7205,45207,66000
7206,60136,157600
7207,81526,181800
7208,24563,74800
7209,97882,101200
7210,48120,133400
7211,99141,138300
7212,35224,45100
7213,40390,118700
7214,44730,88400
7215,46160,132100
7216,1773,478600
7217,23181,155100
7218,14867,142700
7219,60606,426400
7220,28609,97600
7221,3264,124100
7222,43830,124000
7223,63389,130900
7224,81635,169700
7225,2874,301500
7226,13778,88200
7227,38860,53500
7228,1834,339100
7229,6403,164100
7230,19533,137700
7231,3870,556400
7232,2859,218600
7233,65010,104500
7234,12563,197600
7235,12025,150900
7236,1944,485400
7237,35117,91800
7238,96088,195100
7239,13339,80400
7240,46167,128200
7241,30802,103100
7242,6472,238900
7243,2738,308200
7244,10925,180700
7245,32202,139700
7246,15552,81800
7247,17361,155700
7248,49251,90200
7249,44286,173800
7250,46748,111200
7251,14174,129600
7252,30363,312600
7253,32948,118600
7254,63038,159400
7255,50035,171100
7256,80808,188300
7257,95685,275100
7258,80540,358800
7259,14132,131800
7260,27349,123800
7261,24360,100600
7262,46366,71100
7263,78002,122000
7264,81067,60100
7265,28555,86700
7266,47356,65600
7267,78575,73800
7268,32603,172400
7269,98844,126500
7270,47165,78500
7271,3229,203300
7272,3452,149200
7273,68526,291800
7274,53104,184200
7275,33922,219500
7276,94111,1480500
7277,10516,391800
7278,43947,84300
7279,45828,127900
7280,97352,186400
7281,98281,240800
7282,55359,273000
7283,95046,713200
7284,40507,248900
7285,6447,211000
7286,99109,135200
7287,19012,188500
7288,48070,315500
7289,1747,240900
7290,36580,108200
7291,23140,157100
7292,45416,45300
7293,6088,141100
7294,22939,180200
7295,12542,169800
7296,66227,206800
7297,45817,106400
7298,81637,307900
7299,64053,50000
7300,2109,962300
7301,95228,276900
7302,46936,73700
7303,1969,369300
7304,2142,1215300
7305,17347,131300
7306,29142,76300
7307,28479,146100
7308,44050,107300
7309,43143,103200
7310,53179,115000
7311,17538,169600
7312,1523,282900
7313,3254,268200
7314,47353,68500
7315,28129,98400
7316,96704,335200
7317,3603,122100
7318,24586,71200
7319,19520,245800
7320,66064,64600
7321,50047,108300
7322,1035,271000
7323,99001,160800
7324,28751,158200
7325,15033,49600
7326,45323,106400
7327,98936,161200
7328,80118,582900
7329,28544,57800
7330,63089,123400
7331,80543,218600
7332,19074,135800
7333,24340,82900
7334,29689,177500
7335,64145,168200
7336,97227,498500
7337,60480,146100
7338,32565,79200
7339,2822,255000
7340,95467,256300
7341,64058,91100
7342,13733,80400
7343,14108,99200
7344,32130,106700
7345,1983,491500
7346,1430,190300
7347,12545,220200
7348,75125,88500
7349,98047,247600
7350,17579,172800
7351,68355,54700
7352,24577,80000
7353,28480,614800
7354,63127,133700
7355,93501,75800
7356,35234,50700
7357,95709,267700
7358,1534,246700
7359,17370,128800
7360,34251,246900
7361,6791,189000
7362,47635,60200
7363,18066,194200
7364,19405,152800
7365,41074,95000
7366,29044,67600
7367,92382,181500
7368,14070,69100
7369,55319,234400
7370,2639,250700
7371,3257,183100
7372,17578,173500
7373,6237,188400
7374,44272,117700
7375,47041,106600
7376,47390,44600
7377,3748,171900
7378,17314,155800
7379,2817,234000
7380,3873,201300
7381,97720,79200
7382,12446,148400
7383,6354,152500
7384,95623,269700
7385,20115,290600
7386,31328,326400
7387,29935,111700
7388,12962,87200
7389,22936,243300
7390,47330,69900
7391,17007,154900
7392,61610,64900
7393,19066,243200
7394,45830,113600
7395,2538,211600
7396,2642,358000
7397,23089,192800
7398,48363,257800
7399,13166,90300
7400,18011,143700
7401,17360,156200
7402,50324,146500
7403,15342,120200
7404,47220,84000
7405,49451,118000
7406,98245,407300
7407,45065,91000
7408,34201,299500
7409,47610,81300
7410,17322,158400
7411,22842,136700
7412,2837,427600
7413,15330,150100
7414,13068,148700
7415,55356,274100
7416,65648,102800
7417,92549,253200
7418,94005,762000
7419,2779,311600
7420,16229,89300
7421,17366,123100
7422,83328,105000
7423,2557,501500
7424,95626,311600
7425,19567,119600
7426,55071,175100
7427,29591,76100
7428,1756,294000
7429,45318,87600
7430,66434,63900
7431,81137,216500
7432,6073,250100
7433,12885,131000
7434,6441,211400
7435,17307,167500
7436,97392,182300
7437,3862,355100
7438,98010,321200
7439,44262,139500
7440,95139,704600
7441,17569,171000
7442,44254,119100
7443,82636,199000
7444,27299,80300
7445,39071,145500
7446,47243,71100
7447,6026,160400
7448,38619,69900
7449,97458,122600
7450,98359,342300
7451,13159,128500
7452,19362,201700
7453,83660,175500
7454,3784,176600
7455,46511,126400
7456,14131,124500
7457,2556,350100
7458,99003,260400
7459,15135,88100
7460,46164,171300
7461,24064,123300
7462,46075,146200
7463,24184,174200
7464,95722,405400
7465,3223,120600
7466,19025,215300
7467,98576,226700
7468,89451,458300
7469,19543,154000
7470,98339,258900
7471,16142,119300
7472,98443,282800
7473,12134,169600
7474,12143,145300
7475,14572,72600
7476,3470,146000
7477,48320,112600
7478,17555,203000
7479,98257,265600
7480,95423,175800
7481,30563,101600
7482,44672,55900
7483,18610,90800
7484,74073,108000
7485,22947,256400
7486,15530,110300
7487,71968,114200
7488,14546,111400
7489,18041,165000
7490,16827,230900
7491,93434,247700
7492,79536,62100
7493,80136,285400
7494,3307,226800
7495,60021,151600
7496,18947,320200
7497,64156,211400
7498,67215,131800
7499,14801,67800
7500,93721,82700
7501,3461,184600
7502,33031,341600
7503,32950,201900
7504,80102,250500
7505,2635,325800
7506,6250,154600
7507,39203,28100
7508,46538,140500
7509,55388,184300
7510,17527,198200
7511,14510,81500
7512,34269,117600
7513,2030,668000
7514,28678,114700
7515,98251,238200
7516,99025,211100
7517,93265,191500
7518,2646,300700
7519,98024,529700
7520,24482,139900
7521,44851,88000
7522,6248,225500
7523,31811,144500
7524,3070,252100
7525,2108,1483100
7526,80466,393100
7527,12522,163500
7528,28634,91400
7529,96137,214600
7530,47031,80500
7531,47452,69500
7532,12887,75900
7533,30521,82800
7534,17724,111800
7535,33306,275000
7536,96013,107800
7537,6359,199000
7538,2892,268600
7539,3032,252600
7540,81652,208500
7541,44127,38600
7542,45380,91500
7543,12170,170500
7544,44438,41700
7545,23063,170500
7546,6423,176300
7547,47660,63000
7548,22844,143600
7549,6331,185600
7550,28163,109700
7551,1373,220000
7552,12816,123000
7553,2210,1552300
7554,50226,180800
7555,2832,221500
7556,33839,81600
7557,24361,104100
7558,1719,124900
7559,16841,142200
7560,6043,177800
7561,16947,132500
7562,2638,320400
7563,10983,358900
7564,19330,219700
7565,97374,197400
7566,44280,162100
7567,73149,45300
7568,45169,65900
7569,68524,128200
7570,18326,101300
7571,2559,310900
7572,2825,250700
7573,15045,45800
7574,2576,224400
7575,45865,117400
7576,18074,227400
7577,27235,124700
7578,46121,116500
7579,96122,127400
7580,47432,61700
7581,98266,131800
7582,93267,113700
7583,19551,136400
7584,13830,77700
7585,55046,200900
7586,68157,137600
7587,33946,378700
7588,46148,66100
7589,3261,220100
7590,93591,145100
7591,1451,436500
7592,17519,190600
7593,3234,223100
7594,7014,313400
7595,48137,132000
7596,52314,150900
7597,97133,303000
7598,2770,336400
7599,42724,90800
7600,45315,99500
7601,55981,149700
7602,80446,214100
7603,98295,186000
7604,1036,234300
7605,63068,120000
7606,12148,197700
7607,6417,195100
7608,35116,86900
7609,6524,278200
7610,15431,86200
7611,32686,89200
7612,98675,337200
7613,45252,90300
7614,12992,88400
7615,30104,59000
7616,1535,186300
7617,45368,87900
7618,46562,90900
7619,3872,211200
7620,22642,181000
7621,13452,71500
7622,17501,161900
7623,34753,114300
7624,47106,109300
7625,85544,182400
7626,93656,123200
7627,97446,175400
7628,19946,118000
7629,94951,831600
7630,22580,152400
7631,14067,95500
7632,2717,281900
7633,13053,155500
7634,46181,146900
7635,47138,72900
7636,49073,78000
7637,3818,147800
7638,80814,228400
7639,99349,152100
7640,13082,109500
7641,15144,80600
7642,47042,83400
7643,24538,132700
7644,74451,74600
7645,13460,78600
7646,6278,159500
7647,32328,338000
7648,17520,166000
7649,46118,106800
7650,10928,180300
7651,73150,121700
7652,97463,121300
7653,81425,154800
7654,78208,70000
7655,18232,52500
7656,97231,482600
7657,44507,33500
7658,80470,306900
7659,90067,1016300
7660,97119,257200
7661,32580,138700
7662,81240,162200
7663,96727,316200
7664,14036,121400
7665,24090,128700
7666,46721,74500
7667,47462,88800
7668,1560,291700
7669,97004,452400
7670,46765,118300
7671,17018,141400
7672,2667,430900
7673,6890,381400
7674,17560,183700
7675,14423,109500
7676,27243,144500
7677,6365,182400
7678,3290,270700
7679,93609,128500
7680,14871,88700
7681,19504,202300
7682,1740,399000
7683,98237,158000
7684,12833,191200
7685,93650,105100
7686,29128,65200
7687,30139,88100
7688,43430,88000
7689,19547,179300
7690,44403,88300
7691,45856,91400
7692,98840,135700
7693,30520,92300
7694,19094,134900
7695,1005,179400
7696,19029,120000
7697,1505,231100
7698,34734,134300
7699,80116,585000
7700,73179,93500
7701,44440,72800
7702,29335,66200
7703,98937,161800
7704,13084,124200
7705,32324,54200
7706,46979,85600
7707,32798,82500
7708,80530,233100
7709,80452,204600
7710,3858,266600
7711,48866,72300
7712,6255,161900
7713,16828,198100
7714,6784,345400
7715,95938,267300
7716,32667,126600
7717,3033,248000
7718,95442,743700
7719,39216,141800
7720,62060,45500
7721,40023,326300
7722,15059,67900
7723,36576,123600
7724,43821,89200
7725,46126,79300
7726,43112,149700
7727,46710,92200
7728,27248,90600
7729,97032,235100
7730,18240,100200
7731,80135,359100
7732,15323,111300
7733,23437,174600
7734,67026,125100
7735,43822,94600
7736,55315,187900
7737,2322,290200
7738,18853,143400
7739,97362,225100
7740,18977,519800
7741,3242,193500
7742,61546,80300
7743,18054,224100
7744,45135,84800
7745,45218,85100
7746,13605,115800
7747,16401,93500
7748,55964,146100
7749,98851,93900
7750,81428,155000
7751,43431,82900
7752,47136,125100
7753,84310,214800
7754,1585,189600
7755,19539,151600
7756,12443,180000
7757,89704,317600
7758,3451,118900
7759,44442,107700
7760,23015,153500
7761,43777,69000
7762,45887,74900
7763,30527,127700
7764,24574,148900
7765,92352,278800
7766,28701,191600
7767,67101,142100
7768,97106,278900
7769,3071,176900
7770,32617,96000
7771,45308,84000
7772,47648,96500
7773,18343,148100
7774,47327,63300
7775,55120,171500
7776,92121,435200
7777,46590,103000
7778,64016,88700
7779,2644,269700
7780,28098,74200
7781,80651,221900
7782,3851,177400
7783,13811,82600
7784,6426,298300
7785,49056,81900
7786,47018,83700
7787,3809,184900
7788,12404,199900
7789,44437,48800
7790,44473,82100
7791,97532,238200
7792,1951,452100
7793,14883,103000
7794,28729,169700
7795,94599,790900
7796,3741,171200
7797,3037,261600
7798,98333,590100
7799,95614,348000
7800,47305,37500
7801,47532,114900
7802,14105,84900
7803,18255,98500
7804,24088,96600
7805,17065,133100
7806,47639,119200
7807,27019,114600
7808,18344,83200
7809,98524,285200
7810,32124,156800
7811,46347,126400
7812,96020,181100
7813,13833,77400
7814,30571,149300
7815,36612,43200
7816,1375,230600
7817,47124,122100
7818,6412,254600
7819,14737,63800
7820,47126,105100
7821,34945,160400
7822,96717,585200
7823,45142,83400
7824,73054,98300
7825,17516,187700
7826,19953,145100
7827,46554,87400
7828,15233,90700
7829,94525,440600
7830,47117,105200
7831,98232,426400
7832,32102,142300
7833,3036,254400
7834,45869,119100
7835,24549,79100
7836,2032,379100
7837,2702,298700
7838,49453,267300
7839,68142,288800
7840,96143,380900
7841,3840,269700
7842,68064,108900
7843,3044,237000
7844,16423,107100
7845,17324,131700
7846,73443,101700
7847,78595,61400
7848,6277,177700
7849,61568,119800
7850,3263,166700
7851,10993,214700
7852,38922,67500
7853,1908,458300
7854,12582,231600
7855,15531,78300
7856,12871,157100
7857,32438,65800
7858,45872,83900
7859,46542,111700
7860,96748,340600
7861,1452,193300
7862,13074,76800
7863,15314,76400
7864,97539,202000
7865,23457,254100
7866,96771,171900
7867,43412,90100
7868,98051,353200
7869,14882,168900
